title,text,link,date,symbol
Apple's Industrial Design Chief Hankey to Leave Three Years ...,"AAPL. APPLE INC. 155.00. USD. -0.85-0.55% · 005930. SAMSUNG ELECTRON. 61,300.00. KRW. +1,400.00+2.34% · AMZN. AMAZON.COM INC. 98.95. USD. -1.09-1.09%.",https://www.bloomberg.com/news/articles/2022-10-21/apple-s-industrial-design-chief-evans-hankey-is-leaving-three-years-after-ive,2022-10-21,AAPL
Cramer’s week ahead: Earnings season heats up and companies could 'keep flying' barring a severe slowdown,AAPL-0.06 (-0.04%) After Hours · AMZN+0.06 (+0.06%) After Hours. Follow your favorite stocksCREATE FREE ACCOUNT. Cramer's week ahead: Earnings season heats...,https://www.cnbc.com/2022/10/21/cramers-week-ahead-amazon-apple-alphabet-report-as-earnings-season-heats-up.html,2022-10-21,AAPL
AT&T CFO: Phone bill delinquency rates ‘slightly worse than pre-pandemic norms’,"As it relates to smartphone sales, tech behemoth Apple (AAPL) has reportedly already adjusted its forecast for iPhone demand and rolled back production on...",https://finance.yahoo.com/news/att-cfo-delinquency-phone-bills-slightly-worse-than-pre-pandemic-norms-190204501.html,2022-10-21,AAPL
Apple stores begin selling exterior door lock that can be unlocked by tapping an iPhone or Apple Watch,AAPL-0.04 (-0.03%) After Hours. Follow your favorite stocksCREATE FREE ACCOUNT. Level Home. Apple stores in the U.S. are now selling an exterior door lock...,https://www.cnbc.com/2022/10/21/apple-starts-selling-level-lock-unlock-by-tapping-iphone.html,2022-10-21,AAPL
The Bad News for Apple in Tesla's Earnings,"The historic strength of the dollar against a basket of currencies could be a problem for Apple (AAPL) as well. The iPhone maker, which reports its earnings...",https://www.barrons.com/articles/tesla-apple-stock-price-earnings-dollar-51666280976,2022-10-21,AAPL
Apple (NASDAQ:AAPL) is Raising Prices for Its Streaming ...,"AAPL stock has a Strong Buy consensus rating based on 23 Buys, four Holds, and one Sell assigned in the past three months. The average AAPL stock price target...",https://www.tipranks.com/news/apple-nasdaqaapl-is-raising-prices-for-its-streaming-services,2022-10-24,AAPL
Apple Q4 earnings preview: Where next or AAPL stock?,Apple Q4 earnings preview: Where next or AAPL stock? · When will Apple release Q4 earnings? Apple will release fourth quarter earnings after the markets close on...,https://www.forex.com/en/market-analysis/latest-research/where-next-for-apple-stock-ahead-of-q4-earnings/,2022-10-24,AAPL
Apple Stock: The China Risk (NASDAQ:AAPL),"Apple (NASDAQ:AAPL) is a premium company trading at a premium valuation. There's a lot to like about Apple, and I would not be one to throw Apple under the...",https://seekingalpha.com/article/4548558-apple-stock-the-china-risk,2022-10-24,AAPL
"Top News Stories Today: Sunak to lead the UK, Putin, China ...",Rishi Sunak spent the summer trying to warn the Conservative Party that Liz Truss would trash the economy if she became UK prime minister. He failed to win the...,https://www.bloomberg.com/news/newsletters/2022-10-25/top-news-stories-today-sunak-to-lead-the-uk-putin-china-markets-apple-aapl,2022-10-24,AAPL
'It's not surprising': Why Apple is raising subscription prices now,"Apple (AAPL) is raising its prices, and one analyst says it shouldn't come as a surprise. ""It's not surprising,"" Dan Morgan, senior portfolio manager at...",https://finance.yahoo.com/news/surprising-why-apple-raising-subscription-prices-213445321.html,2022-10-24,AAPL
This hedge-fund manager who made winning bets in 2020 says investors should be bracing for a decades-long bear market,"... -0.80% on Tuesday, Microsoft MSFT, +1.17% and Meta Platforms META, -4.55% on Wednesday and Apple AAPL, -0.55% and Amazon.com AMZN, -1.09% on Thursday.",https://www.marketwatch.com/story/this-hedge-fund-manager-who-made-winning-bets-in-2020-says-investors-should-brace-for-decades-long-stock-pullbacks-11666607362,2022-10-24,AAPL
Why Is Spotify (SPOT) Stock Up Today?,"Apple (AAPL) Music recently raised its prices, and now investors are hopeful that Spotify will as well. SPOT Stock - Why Is Spotify (SPOT) Stock Up Today?",https://investorplace.com/2022/10/why-is-spotify-spot-stock-up-today/,2022-10-24,AAPL
"Tax Loss Harvesting the FAANGs? Try PTNQ, FCOM","(AAPL), tax loss harvesting should be on the table as an option. It's been a difficult year for tech stocks overall as the market has been roiled by inflation,...",https://www.etftrends.com/tax-loss-harvesting-the-faangs-try-ptnq-fcom/,2022-10-24,AAPL
"Oh MAMAA! Apple, Microsoft And 3 More Of The Largest Companies In Jim Cramer's FAANG Replacement Are Repo","AAPL-1.39%+ Free Alerts. , Amazon Inc. AMZN-1.65%+ Free Alerts. , Netflix Inc. NFLX-1.69%+ Free Alerts. and Google. With two of the five changing names and...",https://www.benzinga.com/news/22/10/29384713/oh-mamaa-apple-microsoft-and-3-more-of-the-largest-companies-in-jim-cramers-new-acronym-are-reportin,2022-10-24,AAPL
Apple just released its latest iPhone update. Here's what's new and how to install it,"AAPL-0.14 (-0.09%) After Hours. Follow your favorite stocksCREATE FREE ACCOUNT. Live Activities on iOS 16.1. Apple. Apple just released iOS 16.1, its latest...",https://www.cnbc.com/2022/10/24/apple-ios-16-iphone-update-released-whats-new-and-how-to-get-it.html,2022-10-24,AAPL
Don't Overlook Service Revenues in Apple's Q4,"Apple AAPL, a behemoth in the market, is on deck to unveil quarterly earnings on October 27th, after the market close. Revenue from the company's services...",https://finance.yahoo.com/news/dont-overlook-revenues-apples-q4-213309663.html,2022-10-25,AAPL
"Apple Fixes iMessage, FaceTime Problems That Caused ...",AAPL. APPLE INC. 154.82. USD ; TWTR. TWITTER INC ; VZ. VERIZON COMMUNIC. 36.70. USD ; TMUS. T-MOBILE US INC. 141.89. USD ; T · AT&T INC. 18.36. USD.,https://www.bloomberg.com/news/articles/2022-10-25/apple-s-imessage-texting-platform-suffers-outage-for-some-users,2022-10-25,AAPL
"Apple says issues with iMessage, FaceTime resolved",Oct 25 (Reuters) - Apple Inc (AAPL.O)said on Tuesday issues that had caused a brief outage in its iMessage service and video calling app FaceTime were...,https://www.reuters.com/technology/apples-imessage-down-thousands-users-downdetector-2022-10-25/,2022-10-25,AAPL
Apple resolves outage affecting iMessage and FaceTime [U],Reviews · How Tos · AAPL · Apple Store · Apple Arcade · Apple Card · Apple Silicon · Apple One · CarPlay · Siri · HomeKit. Toggle dark mode...,https://9to5mac.com/2022/10/25/imessage-down/,2022-10-25,AAPL
"As Apple, Microsoft and Alphabet report results, tech stock ...","AAPL is a 300 dollar stock, MSFT was oversold at 226 this morning , META was oversold 30 points down in the pre mkt. i suggest buying TMF ,TYD, SOXX ,SMH,SOXL...",https://seekingalpha.com/news/3894797-as-apple-microsoft-and-alphabet-report-results-tech-stock-face-a-moment-of-truth,2022-10-25,AAPL
Nasdaq Bear Market: 2 Warren Buffett Stocks to Buy Hand ...,"Consider tech giants like Apple (AAPL -0.55%) and Amazon (AMZN -1.09%). Apple is the largest holding in Warren Buffett's Berkshire Hathaway portfolio,...",https://www.fool.com/investing/2022/10/25/nasdaq-bear-market-2-warren-buffett-stocks-to-buy/,2022-10-25,AAPL
Why Is Everyone Talking About Apple?,Apple's (AAPL 0.26%) stock has fallen about 10% since mid-September. The leading causes for the dip have been numerous reports that sales for its base-model...,https://www.fool.com/investing/2022/10/25/why-is-everyone-talking-about-apple/,2022-10-25,AAPL
This one stock stands out when looking at key data from the FAANG+ group,"AAPL, -0.55% , Amazon.com Inc. AMZN, -1.09% , Netflix Inc. NFLX, -2.12% and Google holding company Alphabet Inc. GOOGL,...",https://www.marketwatch.com/story/this-one-stock-stands-out-when-looking-at-key-data-from-the-faang-group-11666711871,2022-10-25,AAPL
Apple Will Comply With iPhone USB-C Charger Law ...,In this article ; AAPL. APPLE INC. 155.00 ; SNAP. SNAP INC - A. 10.70 ; META. META PLATFORMS-A. 195.61.,https://www.bloomberg.com/news/articles/2022-10-26/apple-will-comply-with-iphone-usb-c-charger-law-exec-says,2022-10-25,AAPL
"Apple announces new clean energy investments, asks ...",Oct 25 (Reuters) - Apple Inc (AAPL.O) said on Tuesday it would make fresh investments to set up solar and wind projects in Europe and called on its...,https://www.reuters.com/business/sustainable-business/apple-announces-new-clean-energy-investments-asks-suppliers-decarbonize-2022-10-25/,2022-10-25,AAPL
Will iPhone Revenue Boost Apple (AAPL) Stock?,"All eyes are on Apple AAPL as it is set to report its fiscal fourth quarter earnings Thursday, October 27. Diversity and expansion in its paid services have...",https://finance.yahoo.com/news/iphone-revenue-boost-apple-aapl-220410974.html,2022-10-26,AAPL
Apple’s (NASDAQ:AAPL) Q4 Preview: Revenues to Hit ...,Apple (NASDAQ:AAPL) will announce its Q4 financials after the market closes on October 27. Despite multiple revenue headwinds (including adverse currency...,https://www.tipranks.com/news/article/apples-nasdaqaapl-q3-preview-revenues-to-hit-estimates-says-analyst,2022-10-26,AAPL
Apple: What To Expect From Apple's Fiscal Q4 Earnings Call ...,"Apple (NASDAQ:AAPL) reports its fiscal fourth-quarter results on Thursday, October 27. Analysts currently estimate that Apple will report a quarterly profit...",https://seekingalpha.com/article/4549526-apple-what-to-expect-from-apples-fiscal-q4-earnings-call,2022-10-26,AAPL
Can Apple Stock Reach $200 In 2023? (NASDAQ:AAPL),"Apple (NASDAQ:AAPL) is a high quality company and stock that investors should want to own at the right price. I think that Apple is a bit overvalued today,...",https://seekingalpha.com/article/4549081-can-apple-stock-reach-200-in-2023,2022-10-26,AAPL
"GDP Print, Apple Earnings, Amazon Outlook: 3 Things to Watch","Apple Inc (NASDAQ:AAPL) is expected to report earnings per share of $1.26 on revenue of $88.7 billion, but analysts want to hear about its sales of the new...",https://finance.yahoo.com/news/gdp-print-apple-earnings-amazon-154319434.html,2022-10-26,AAPL
"After Hours Most Active for Oct 26, 2022 : META, SNAP, TQQQ ...","Apple Inc. (AAPL) is -0.04 at $149.31, with 3,155,265 shares traded. Over the last four weeks they have had 4 up revisions for the earnings forecast,...",https://www.nasdaq.com/articles/after-hours-most-active-for-oct-26-2022-:-meta-snap-tqqq-aapl-qqq-wfc-f-sqqq-rto-bp-fdx,2022-10-26,AAPL
Why Buffett Bet Big On Apple: Should You Do The Same Now ...,"The two traits Buffett loves about AAPL are pricing power and incremental returns on capital. The quality and extreme profitability are known to the world now,...",https://seekingalpha.com/article/4549271-why-buffett-bet-big-on-apple-should-you-do-the-same-now,2022-10-26,AAPL
What Are The Best Stocks To Buy Right Now?,Apple Inc. (NASDAQ:AAPL). Number of Hedge Fund Holders: 128. Apple Inc. (NASDAQ:AAPL) is one of the most innovative companies in the world and has a history...,https://finance.yahoo.com/news/best-stocks-buy-now-181747942.html,2022-10-26,AAPL
Apple's Most Important Catalyst Just Got Better,This key segment could help the tech giant return to meaningful growth sooner than some investors might think. While Apple's (AAPL -0.55%) iPhone sales are...,https://www.fool.com/investing/2022/10/26/apples-most-important-catalyst-just-got-better/,2022-10-26,AAPL
iPhones will get USB-C charging after Apple says it will have to comply with EU law,"AAPL-0.09 (-0.06%) After Hours. Follow your favorite stocksCREATE FREE ACCOUNT. Apple will ""comply"" with European Union regulation that requires electronic...",https://www.cnbc.com/2022/10/26/apple-confirms-iphone-to-get-usb-c-charging-to-comply-with-eu-law.html,2022-10-26,AAPL
Apple beats but comes up light on iPhone sales and services,Apple came up short versus revenue expectations in core product categories including the company's iPhone business and services. In this article. AAPL-0.04 (-...,https://www.cnbc.com/2022/10/27/apple-aapl-earnings-q4-2022.html,2022-10-27,AAPL
Apple (AAPL) Q4 2022 Earnings Call Transcript,"AAPL earnings call for the period ending September 30, 2022. Logo of jester cap with thought bubble. Image source: The Motley Fool. Apple (AAPL -0.55%)",https://www.fool.com/earnings/call-transcripts/2022/10/27/apple-aapl-q4-2022-earnings-call-transcript/,2022-10-27,AAPL
"AAPL, PINS Beat; AMZN, INTC Mixed but Down","Apple AAPL has released its fiscal Q4 earnings results after Thursday's close, outperforming estimates on both sales and earnings.",https://finance.yahoo.com/news/aapl-pins-beat-amzn-intc-215809968.html,2022-10-27,AAPL
Should You Buy Apple Inc (AAPL) Stock on Thursday?,"Apple Inc (AAPL) stock has gained 1.11% over the past week and gets a Bullish rating from InvestorsObserver Sentiment Indicator. Sentiment Score - ,bullish.",https://www.investorsobserver.com/news/stock-update/should-you-buy-apple-inc-aapl-stock-on-thursday-2,2022-10-27,AAPL
Tim Apple Saves Capitalism From Itself (NASDAQ:AAPL),"Following the earnings print today, here are the numbers, valuation, and our latest stock chart with price targets and proposed stop-loss levels. AAPL...",https://seekingalpha.com/article/4550150-apple-earnings-growth-accelerates,2022-10-27,AAPL
What's Going On With Apple Shares - Apple (NASDAQ:AAPL),AAPL+ Free Alerts. shares are trading at $146.21 ahead of the company's fourth-quarter earnings report. Weakness in tech peers Meta and Alphabet following...,https://www.benzinga.com/trading-ideas/movers/22/10/29441401/whats-going-on-with-apple-shares,2022-10-27,AAPL
Apple Inc. (AAPL) Q4 2022 Earnings Call Transcript,"Apple Inc. (NASDAQ:AAPL) Q4 2022 Earnings Conference Call October 27, 2022 5:00 PM ET. Company Participants. Tejas Gala - Director-Investor Relations...",https://seekingalpha.com/article/4550156-apple-inc-aapl-q4-2022-earnings-call-transcript,2022-10-27,AAPL
Earnings Preview: What To Expect From Apple On Thursday,Apple AAPL -0.5% Inc. is scheduled to report earnings after Thursday's close. The stock hit a record high of $182.94/share in early 2022 and is currently...,https://www.forbes.com/sites/adamsarhan/2022/10/27/earnings-preview-what-to-expect-from-apple-on-thursday/,2022-10-27,AAPL
"After-Hours Earnings Report for October 27, 2022 : AAPL ...","Apple Inc. (AAPL)is reporting for the quarter ending September 30, 2022. The computer company's consensus earnings per share forecast from the 12 analysts...",https://www.nasdaq.com/articles/after-hours-earnings-report-for-october-27-2022-:-aapl-amzn-tmus-intc-gild-vrtx-pxd-ew-lhx,2022-10-27,AAPL
The iPhone Is Lone Bright Spot in Gloomy Quarter for ...,Apple Inc. was alone among the world's top five smartphone vendors to register growth in the third quarter this year as the mobile market suffered a...,https://www.bloomberg.com/news/articles/2022-10-28/iphone-is-lone-bright-spot-in-gloomy-quarter-for-smartphones,2022-10-27,AAPL
Apple Stock Earnings Preview: AAPL advances in premarket after beat,AAPL stock reports earnings post-market on October 27. · Wall Street expects $1.27 in EPS on $88.77 billion in revenue. · The week has already seen poor...,https://www.fxstreet.com/news/apple-stock-preview-will-aapl-bring-the-market-to-its-knees-202210271233,2022-10-28,AAPL
"AAPL Stock Up 1% in Pre-Market, Apple Beats Expectations in Q4 2022 Results","The Apple company reported its Q4 2022 results on October 27, which beat Wall Street's expectations. As a result, AAPL shares are up approximately 1 percent...",https://www.coinspeaker.com/apple-stock-q4-2022-results/,2022-10-28,AAPL
Apple (AAPL) Fiscal Q4 Earnings: Highlights and Takeaways,"Apple (AAPL) Fiscal Q4 Earnings: Highlights and Takeaways. Apple delivered a fiscal Q4 that was neither a beauty, nor a disaster. Here are the key takeaways for...",https://www.thestreet.com/apple/news/apple-fiscal-q4-earnings-highlights-and-takeaways,2022-10-28,AAPL
The Good News from Apple (AAPL) is Being Overlooked,"The sympathy drop in AAPL this week already looked like a buying opportunity for those reasons. Now that they have reported beats on both revenue and EPS,...",https://www.nasdaq.com/articles/the-good-news-from-apple-aapl-is-being-overlooked,2022-10-28,AAPL
Apple Stock: Teaching A Lesson On 'Fearmongering ...,"Following another strong quarter from Apple, I am confident to reiterate my ""Buy"" rating for AAPL stock. As a function of higher risk premia for Big Tech in...",https://seekingalpha.com/article/4550346-apple-teaching-a-lesson-on-fearmongering,2022-10-28,AAPL
What's Going On With Apple Shares - Apple (NASDAQ:AAPL),AAPL-0.06%+ Free Alerts. shares are trading higher by 4.40% to $151.17 Friday morning after the company reported better-than-expected fourth-quarter results...,https://www.benzinga.com/trading-ideas/movers/22/10/29458786/whats-going-on-with-apple-shares,2022-10-28,AAPL
"Apple (AAPL) Stock: Currency, China, Europe, All Headwinds","Investment Thesis. Apple (NASDAQ:AAPL) managed to survive the quarter. Many investors, including me, were very much on the fence about how...",https://seekingalpha.com/article/4550276-apple-q4-earnings-currency-china-europe-all-headwinds,2022-10-28,AAPL
What Cramer is watching Friday — Amazon drop overdone ...,Apple (AAPL) is a buy. The caution they exhibited is far more related to the issues involving the strong dollar than any slowdown. Supply constrained on most...,https://www.cnbc.com/2022/10/28/what-cramer-is-watching-friday-amazon-drop-overdone-apples-outlier-quarter-big-oil-profits.html,2022-10-28,AAPL
Apple And HP Inc.: Q4 Offers These Buffett Picks On A Platter ...,"Second, AAPL released its FY Q4 earnings report (“ER”) after market close on Thursday (and all the prices used in this article are taken from the...",https://seekingalpha.com/article/4550455-apple-and-hp-inc-q4-offers-these-buffett-picks-on-a-platter,2022-10-28,AAPL
Apple Loses UK Patent Appeal Over Essential Technologies,AAPL. APPLE INC. 155.00. USD. -0.85-0.55%. Apple Inc. lost a London appeal over essential technology patents that are used in iPhones.,https://www.bloomberg.com/news/articles/2022-10-28/apple-loses-uk-patent-appeal-over-essential-technologies,2022-10-28,AAPL
Apple Stock: Cut And Sell To The Enthusiastic Buyers ...,"Revising AAPL from Hold to Sell. I do much more than just articles at Ultimate Growth Investing: Members get access to model portfolios, regular updates, a chat...",https://seekingalpha.com/article/4551058-apple-q4-earnings-cut-sell-to-enthusiastic-buyers,2022-10-31,AAPL
Saudi Arabia Says Apple Among High-Profile Tenants at New ...,AAPL. APPLE INC. 155.85. USD. +2.86+1.87% · CL1. WTI Crude. 68.86. USD/bbl. +0.51+0.75%. Saudi Arabia has opened its first integrated special-economic zone...,https://www.bloomberg.com/news/articles/2022-10-31/saudi-arabia-says-apple-lured-to-new-riyadh-economic-zone,2022-10-31,AAPL
3 Takeaways From Big Tech Earnings Results,"Stocks such as Amazon.com (AMZN), Microsoft (MSFT), and Apple (AAPL) were the market leaders coming into 2022, with huge demand for their products helping...",https://www.morningstar.com/articles/1121979/3-takeaways-from-big-tech-earnings-results,2022-10-31,AAPL
Apple's Online Store and Information Systems Chiefs Are ...,"AAPL. APPLE INC. 155.00. USD. -0.85-0.55% · AZN. ASTRAZENECA PLC. 10,814.00. GBp. +16.00+0.15%. Apple Inc.'s top executives in charge of its online retail...",https://www.bloomberg.com/news/articles/2022-10-31/apple-s-online-store-and-information-systems-chiefs-are-leaving,2022-10-31,AAPL
Apple's Stock Buyback Program Benefits Will Slow,"Adjusting for a 7 to 1 split in June 2014 and a 4 for 1 split in August 2020, Apple's AAPL +0.6% diluted share count has fallen almost 40% in 10 uears.",https://www.forbes.com/sites/chuckjones/2022/10/31/apples-stock-buyback-program-benefits-will-slow/,2022-10-31,AAPL
Apple stock dips amid questions about iPhone production disruptions at Foxconn,"Apple shares AAPL, -0.55% were off 1.5% in Monday trading. Advertisement. Foxconn said in a statement that its “Zhengzhou park operation, in coordination with...",https://www.marketwatch.com/story/apple-stock-dips-amid-questions-about-iphone-production-disruptions-at-foxconn-11667236849,2022-10-31,AAPL
"Big Pension Sells Apple, Block, and Estée Lauder Stock. Here’s What It Bought.","Pensioenfonds PNO Media sold positions in Apple (ticker: AAPL), Block ( SQ ), and Estée Lauder (EL), and initiated a stake in Marsh & McLennan (MMC) in the...",https://www.barrons.com/articles/apple-stock-block-estee-lauder-51666980209,2022-10-31,AAPL
Apple and Microsoft market caps reached their largest spread on record — at roughly Tesla's entire valuation,"Apple AAPL, -0.55% finished Friday's trading session with a $2.48 trillion valuation, while Microsoft MSFT, +1.17% ended the week with a $1.76 trillion...",https://www.marketwatch.com/story/apple-and-microsoft-market-caps-reached-their-largest-spread-on-record-at-roughly-teslas-entire-valuation-11667226567,2022-10-31,AAPL
Apple's Latest Price Changes Tell Investors a Lot About the ...,"The monthly cost of being a diehard Apple (AAPL -0.55%) fan is going up. Apple recently announced price increases for Apple Music and Apple TV+,...",https://www.fool.com/investing/2022/10/31/apple-price-changes-tell-investors-about-future/,2022-10-31,AAPL
"Premarket Losers: PARA, TAL, CPNG, SATX, CPNG, HYFM, TUEM, QNGY, YMAB, REAL, NIO, XPEV, LI, ARBK, DUO, PBR, AGLE, AAPL, TSLA, AMD, TSP, NVDA, META, NU, NEXI, HTCR, HLBZ, CENN, MTTR, CORZ","Premarket Losers: PARA, TAL, CPNG, SATX, CPNG, HYFM, TUEM, QNGY, YMAB, REAL, NIO, XPEV, LI, ARBK, DUO, PBR, AGLE, AAPL, TSLA, AMD, TSP, NVDA, META, NU, NEXI,...",https://pulse2.com/premarket-losers-para-tal-cpng-satx-cpng-hyfm-tuem-qngy-ymab-real-nio-xpev-li-arbk-duo-pbr-agle-aapl-tsla-amd-tsp-nvda-meta-nu-nexi-htcr-hlbz-cenn-mttr-corz/,2022-10-31,AAPL
Apple gets nipped on report of App Store sales decline ...,Apple (NASDAQ:AAPL) shares dipped by 2% Tuesday as a new report said the company is seeing some weakness in sales from its vaunted App Store.,https://seekingalpha.com/news/3898675-apple-gets-nipped-on-report-of-app-store-sales-decline,2022-11-01,AAPL
"Apple, Amazon, Meta, Microsoft and Alphabet's Earnings: 4 ...","All five U.S. tech giants -- Alphabet (GOOGL) , Amazon.com (AMZN) , Apple (AAPL) , Meta Platforms (META) and Microsoft (MSFT) -- reported earnings last week...",https://realmoney.thestreet.com/investing/technology/apple-amazon-meta-microsoft-and-alphabet-s-earnings-4-things-that-stood-out-16107279,2022-11-01,AAPL
"After Hours Most Active for Nov 1, 2022 : SHV, ENB, BFH ...","(AAPL) is -0.2611 at $150.39, with 2,824,403 shares traded. Over the last four weeks they have had 3 up revisions for the earnings forecast, for the fiscal...",https://www.nasdaq.com/articles/after-hours-most-active-for-nov-1-2022-:-shv-enb-bfh-amzn-amd-abnb-aapl-vmbs-bhc-cma-f-vz,2022-11-01,AAPL
Terry Smith tech-buying spree continues with Apple purchase,"AAPL. 0.55%. , America's largest company. This continues his splurge on technology shares that have sold off sharply this year due to rising interest rates...",https://www.ii.co.uk/analysis-commentary/terry-smith-tech-buying-spree-continues-apple-purchase-ii525829,2022-11-01,AAPL
EU could force third-party app stores on Apple after USB-C ...,AAPL Company. Breaking news from Cupertino. We'll give you t… Antitrust. There are growing concerns...,https://9to5mac.com/2022/11/01/eu-force-third-party-app-stores-on-apple/,2022-11-01,AAPL
"Apple, Bank of America, and Chevron Earnings Show the ...","However, there are some noticeable exceptions that make Buffett look quite astute. You might even say that the latest earnings reports from Apple (AAPL -0.55%),...",https://www.fool.com/investing/2022/11/01/apple-bank-of-america-and-chevron-warren-buffett/,2022-11-01,AAPL
Chip Loder,"AAPL: 155.85 ( +2.86 ). Toggle navigation Close Nav. AppleInsider Logo ... AAPL: 155.85 ( +2.86 ). Copyright © 2023, Quiller Media, Inc.",https://appleinsider.com/editor/chip+loder,2022-11-01,AAPL
Top 10 most-popular investment funds: October 2022,Top 10 most-popular investment funds: October 2022. 1st November 2022 14:16. Nina Kelly from interactive investor. 3. 0. Share on. Related Investments. AAPL.,https://www.ii.co.uk/analysis-commentary/top-10-most-popular-investment-funds-october-2022-ii525838,2022-11-01,AAPL
Rewind app wants your Mac to record every moment of your life,"AAPL: 155.03 ( -0.82 ). Toggle navigation Close Nav. AppleInsider Logo ... AAPL: 155.03 ( -0.82 ). Copyright © 2023, Quiller Media, Inc.",https://appleinsider.com/articles/22/11/01/rewind-app-wants-your-mac-to-record-every-moment-of-your-life,2022-11-01,AAPL
iPhone worker bonuses up by 1000% as Foxconn fights to ...,Reviews · How Tos · AAPL · Apple Store · Apple Arcade · Apple Card · Apple Silicon · Apple One · CarPlay · Siri · HomeKit. Toggle dark mode.,https://9to5mac.com/2022/11/01/iphone-worker-bonuses/,2022-11-01,AAPL
"AAPL, NFLX, AMZN: Which FAANG Stock Does Wall Street ...",The average AAPL stock price target of $181.25 implies 20.3% upside potential. Shares have declined 15.2% year-to-date. Netflix (NASDAQ:NFLX) Stock. The loss of...,https://www.tipranks.com/news/article/aapl-nflx-amzn-which-faang-stock-does-wall-street-expect-to-rise-the-most,2022-11-02,AAPL
Apple: Resilience Is Unjustified - Here Is Why (NASDAQ:AAPL),"What Is Currently Priced Into AAPL Stock? Several aspects underlying Apple's excellent free cash flow growth have been discussed, as well as potentially...",https://seekingalpha.com/article/4552001-apples-resilience-is-unjustified-here-is-why,2022-11-02,AAPL
IPhone Supply Chain Takes Hit From Xi's Covid-Zero Enforcers,"In this article ; AAPL. APPLE INC. 155.36. USD. -0.49 ; TSLA. TESLA INC. 179.36. USD. -4.77 ; 7203. TOYOTA MOTOR. 1,786.00. JPY. -4.00...",https://www.bloomberg.com/news/articles/2022-11-02/iphone-supply-chain-gets-a-jolt-from-xi-s-covid-zero-enforcers,2022-11-02,AAPL
Apple's Unionized Maryland Store Files Complaint Over Benefits,AAPL. APPLE INC. 155.85. USD. +2.86+1.87% · SBUX. STARBUCKS CORP. 100.43. USD. +1.09+1.10%. Apple Inc.'s unionized retail store in Maryland is filing a...,https://www.bloomberg.com/news/articles/2022-11-02/apple-s-unionized-maryland-store-files-complaint-over-benefits,2022-11-02,AAPL
Nasdaq Bear Market: 1 Stock That Could Weather the Storm,"Apple (AAPL -0.55%) is the largest component of the Nasdaq Composite, making up almost 13% of the index as of Sept. 30. Considering Apple is down only 12%...",https://www.fool.com/investing/2022/11/02/nasdaq-bear-market-1-stock-to-weather-the-storm/,2022-11-02,AAPL
Breaking Down the Earnings Picture as Estimates Fade,"... operators Amazon AMZN, Alphabet GOOGL, Meta META, Microsoft MSFT and Apple AAPL; we have been referring to this group as the 'Big 5 Tech Players'.",https://finance.yahoo.com/news/breaking-down-earnings-picture-estimates-221710186.html,2022-11-02,AAPL
"Apple is freezing hiring, cutting budgets, claims new report",AAPL: 155 ( -0.85 ). Toggle navigation Close Nav. AppleInsider Logo · News · How-Tos. Apple A-Z. AirPods · Apple TV · Apple Watch · HomePod · iPad...,https://appleinsider.com/articles/22/11/02/apple-is-freezing-hiring-cutting-budgets-claims-new-report,2022-11-02,AAPL
"Apple now valued at more than Amazon, Alphabet and Meta — combined","and Meta Platforms Inc. combined. Apple AAPL, -0.55% finished Wednesday's session with a $2.307 trillion market capitalization, according to Dow Jones Market...",https://www.marketwatch.com/story/apple-now-valued-at-more-than-amazon-alphabet-and-meta-combined-11667430617,2022-11-02,AAPL
Apple and Other Big Tech Stocks Have Gotten Hammered. Why It Could Get Worse.,"While Apple 's results (AAPL) more or less passed muster, Netflix (NFLX) was the only one of the FAANG companies to get a thumbs-up from the market,...",https://www.barrons.com/articles/big-tech-stocks-recession-51667404250,2022-11-02,AAPL
Block (Square) Profit Seen Sliding for Fourth Straight Quarter,... raising the potential for a shift in market share.4 Apple Inc. (AAPL) and Alphabet Inc. (GOOGL) are entering the market alongside startups.3.,https://www.investopedia.com/block-square-q3-fy-2022-earnings-preview-6824767,2022-11-02,AAPL
Apple: Time To Reset Expectations (NASDAQ:AAPL),"Then comes AAPL who reported Q4 earnings towards the end of the week, and they were pretty solid. AAPL shares jumped nearly 8% the day after reporting earnings.",https://seekingalpha.com/article/4552702-apple-time-to-reset-expectations,2022-11-03,AAPL
Apple dips even as Morgan Stanley wonders if the App Store ...,"Apple (NASDAQ:AAPL) shares continued to fall on Thursday, even as Morgan Stanley wondered whether September could mark the ""bottom"" for the App Store.",https://seekingalpha.com/news/3901058-apple-dips-even-as-morgan-stanley-wonders-if-the-app-store-bottomed-in-september,2022-11-03,AAPL
"Apple now worth more than Alphabet, Amazon and Meta ...","What a difference one year can make. Apple (NASDAQ:AAPL) closed out Wednesday's session with a market capitalization of $2.307T, making it more valuable...",https://seekingalpha.com/news/3900618-apple-now-worth-more-than-alphabet-amazon-and-meta-combined,2022-11-03,AAPL
"New Revenue Strategy, Strong Earnings, Apple Remains a Buy","AAPL still has a fair 8.10% projected earnings growth with a beta of 1.25. But after all, is said and done, analysts give all three stocks a BUY rating; and,...",https://www.entrepreneur.com/finance/new-revenue-strategy-strong-earnings-apple-remains-a-buy/438419,2022-11-03,AAPL
